,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
6784,KT_BE,Liegenschaften: Grundstücke,MOPUBE_LIF_VW_14583,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften: Grundstücke||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LIF_VW_14583||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LIF_VW_14583,nan,Die Ebene bildet die rechtskräftigen Liegenschaften (Parzellen) ab. Die Fläche dieser Liegenschaften wird in der Einheit Quadratmeter wiedergegeben.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LIF_VW_14583,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.327985 8.462417 47.346737,"einheit quadratmeter wiedergegeben, liegenschaften, fläche, ebene bildet, rechtskräftigen liegenschaften, parzellen",summary,DEU,DE,25
6785,KT_BE,"Liegenschaften, projektiert: selbständige Rechte",MOPUBE_LISRPRJF_VW_13540,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften, projektiert: selbständige Rechte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LISRPRJF_VW_13540||1.3.0&E=2619178.563731138&N=1186569.783279892&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LISRPRJF_VW_13540,nan,"Die Ebene bildet selbständige und dauernde, projektierte Rechte ab. Typische Ausprägungen sind Quellenrecht und Baurecht.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LISRPRJF_VW_13540,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.69,6.996273 46.361203 8.383641 47.305534,"ebene bildet selbständige, typische ausprägungen, projektierte rechte ab, quellenrecht, baurecht",summary,DEU,DE,25
6786,KT_BE,"Liegenschaften, projektiert: Grundstücke",MOPUBE_LIPRJF_VW_13938,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften, projektiert: Grundstücke||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LIPRJF_VW_13938||1.3.0&E=2614600.722257267&N=1186556.9132741967&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LIPRJF_VW_13938,nan,Die Ebene bildet projektierte Liegenschaften ab. Die Fläche dieser Liegenschaften wird in der Einheit Quadratmeter wiedergegeben.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LIPRJF_VW_13938,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.63,6.868236 46.328639 8.384178 47.335861,"einheit quadratmeter wiedergegeben, liegenschaften, fläche",summary,DEU,DE,25
6787,KT_BE,Gemeindegrenzen,MOPUBE_HGF_VW_13351,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HGF_VW_13351||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HGF_VW_13351,nan,Die Ebene beinhaltet die flächenhafte Ausdehnung der Gemeinden sowie den offiziellen Gemeindenamen.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HGF_VW_13351,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"offiziellen gemeindenamen, flächenhafte ausdehnung, ebene beinhaltet, gemeinden sowie",summary,DEU,DE,25
6788,KT_BE,Aussparungen,MOPUBE_HOAUSSPA_VW_13675,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Aussparungen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HOAUSSPA_VW_13675||1.3.0&E=2663000&N=1189572&zoom=1,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HOAUSSPA_VW_13675,nan,Aussparungen,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HOAUSSPA_VW_13675,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,1.0,41.67,0.0,-180.0 -6.650325 180.0 90.0,aussparungen,summary,DEU,DE,0
6789,KT_BE,Höhenkurven,MOPUBE_HOHK_VW_3318,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Höhenkurven||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HOHK_VW_3318||1.3.0&E=2663000&N=1189572&zoom=1,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HOHK_VW_3318,nan,"Leer, keine Daten Vorhanden! Ist nicht Bestandteil vom DM.01-AV-CH. Die Höhenkurven, mit einer Äquidistanz von 10 m, über den gesamten Gebiet des Kantons Bern sind im Geoprodukt [Höhenkurven und Höhenkoten DTMAV (HKDTMAV)]() verfügbar.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HOHK_VW_3318,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,1.0,41.67,0.0,-180.0 -6.650325 180.0 90.0,"äquidistanz, kantons bern, 10 m, bestandteil, höhenkurven, daten vorhanden, gesamten gebiet, hkdtmav verfügbar, geoprodukt, leer, höhenkoten dtmav",summary,DEU,DE,25
6790,KT_BE,Geländekanten,MOPUBE_HOGELKAN_VW_14169,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Geländekanten||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HOGELKAN_VW_14169||1.3.0&E=2614630.4220078997&N=1174328.484501102&zoom=13,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HOGELKAN_VW_14169,nan,Geländekanten,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HOGELKAN_VW_14169,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,13.0,46.72,7.63,7.626797 46.717698 7.627218 46.718114,,summary,NAN,NA,0
6791,KT_BE,Gemeindegrenzen Linien,MOPUBE_HGL_VW_14088,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen Linien||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HGL_VW_14088||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HGL_VW_14088,nan,Diese Ebene enthält die Qualität aller Gemeindegrenzen.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HGL_VW_14088,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"qualität, ebene enthält, gemeindegrenzen",summary,DEU,DE,25
6792,KT_BE,"Gemeindegrenzen, projektiert",MOPUBE_HGPRJF_VW_1634,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen, projektiert||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HGPRJF_VW_1634||1.3.0&E=2597824.4790615393&N=1210997.2282827871&zoom=4",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HGPRJF_VW_1634,nan,Die Ebene beinhaltet die projektierten flächenhafte Ausdehnung der Gemeinden sowie den offiziellen Gemeindenamen.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HGPRJF_VW_1634,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,4.0,47.05,7.41,7.124355 46.899495 7.696565 47.196182,"offiziellen gemeindenamen, ebene beinhaltet, gemeinden sowie, projektierten flächenhafte ausdehnung",summary,DEU,DE,25
6793,KT_BE,Hoheitsgrenzabschnitte,MOPUBE_HGABSCHL_VW_14047,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Hoheitsgrenzabschnitte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HGABSCHL_VW_14047||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HGABSCHL_VW_14047,nan,"Diese Ebene enthält die Hoheitsgrenzabschnitte als Linienelement. Diese können die Ausprägung als Bezirks-, Kantons- oder Landesgrenze haben.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HGABSCHL_VW_14047,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"hoheitsgrenzabschnitte, landesgrenze, ebene enthält, linienelement, ausprägung",summary,DEU,DE,25
6794,KT_BE,Rohrleitungen: Linienelemente,MOPUBE_RLL_VW_15226,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Rohrleitungen: Linienelemente||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_RLL_VW_15226||1.3.0&E=2619146.6071547396&N=1196574.9761766093&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_RLL_VW_15226,nan,"Diese Ebene enthält folgende linienartige Elemente: Ölleitungen (ohne Berücksichtigung des Betriebsdruck), Gasleitungen (Betriebsdruck > 5 bar) sowie weitere Leitungen nach dem eidgenössischen Rohrleitungsgesetz (RLG, SR 746.1) resp. der eidgenössischen Rohrleitungsverordnung (RLV, SR 746.11) erhoben. Die amtliche Vermessung übernimmt in der Regel die Daten der Rohrleitungen vom Leitungsbetreiber.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_RLL_VW_15226,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.92,7.69,7.028216 46.566533 8.358173 47.269621,"rohrleitungen, resp, betriebsdruck, regel, eidgenössischen rohrleitungsgesetz, amtliche vermessung übernimmt, betriebsdruck gasleitungen, 5 bar, rlg, berücksichtigung, sowie weitere leitungen, sr 746, ölleitungen, rlv, daten, leitungsbetreiber, eidgenössischen rohrleitungsverordnung",summary,DEU,DE,25
6795,KT_BE,Grundstückslinien: selbständige Rechte,MOPUBE_LISRL_VW_14154,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grundstückslinien: selbständige Rechte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LISRL_VW_14154||1.3.0&E=2663000&N=1189572&zoom=1,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LISRL_VW_14154,nan,Diese Ebene enthält die Qualität aller Grundstückslinien der selbstständigen Rechte. Es werden nur Werte für streitige oder unvollständige Linien erhoben. Ist kein Wert abgefüllt bedeutet dass das die Grenzlinien rechtskräftig und vollständig sind.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LISRL_VW_14154,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,1.0,41.67,0.0,-180.0 -6.650325 180.0 90.0,"wert abgefüllt bedeutet, grenzlinien rechtskräftig, ebene enthält, grundstückslinien, selbstständigen rechte, werte, qualität, unvollständige linien erhoben",summary,DEU,DE,25
6796,KT_BE,Grundstückslinien,MOPUBE_LIL_VW_13352,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grundstückslinien||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LIL_VW_13352||1.3.0&E=2637594.0947672576&N=1169981.482099248&zoom=4,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LIL_VW_13352,nan,Diese Ebene enthält die Qualität aller Grundstückslinien. Es werden nur Werte für streitige oder unvollständige Linien erhoben. Ist kein Wert abgefüllt bedeutet dass das die Grenzlinien rechtskräftig und vollständig sind.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LIL_VW_13352,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,4.0,46.68,7.93,7.609284 46.604144 8.258062 46.747467,"wert abgefüllt bedeutet, grenzlinien rechtskräftig, ebene enthält, grundstückslinien, werte, qualität, unvollständige linien erhoben",summary,DEU,DE,25
6797,KT_BE,Einzelobjekte Linie vereinfacht,MOPUBE_EOL_VW_23317,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte Linie vereinfacht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_EOL_VW_23317||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_EOL_VW_23317,nan,"Die Feature Class LELE enthält linienhafte Einzelobjekte mit einer Genauigkeit im Zentimeterbereich. Typische Ausprägungen dieser Ebene sind beispielsweise Rinnsal, Schmaler Weg, Stromleitungen, Bahnachsen usw.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_EOL_VW_23317,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860452 46.330308 8.461886 47.345438,"stromleitungen, zentimeterbereich, typische ausprägungen, bahnachsen usw, ebene, beispielsweise rinnsal, genauigkeit",summary,DEU,DE,25
6798,KT_BE,"Einzelobjekte, Linie",MOPUBE_EOL_VW_8298,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_EOL_VW_8298||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_EOL_VW_8298,nan,"Die Feature Class LELE enthält linienhafte Einzelobjekte mit einer Genauigkeit im Zentimeterbereich. Typische Ausprägungen dieser Ebene sind beispielsweise Rinnsal, Schmaler Weg, Stromleitungen, Bahnachsen usw.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_EOL_VW_8298,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860452 46.330308 8.461886 47.345438,"stromleitungen, zentimeterbereich, typische ausprägungen, bahnachsen usw, ebene, beispielsweise rinnsal, genauigkeit",summary,DEU,DE,25
6799,KT_BE,Nomenklatur: Geländenamen,MOPUBE_NONAMTXT_VW_23316,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Nomenklatur: Geländenamen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_NONAMTXT_VW_23316||1.3.0&E=2616889.644232588&N=1186562.9103621603&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_NONAMTXT_VW_23316,nan,"Diese Ebene beinhaltet die offiziellen, von der kantonalen Nomenklaturkommission festgelegten Orts-, Flur- und Geländenamen",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_NONAMTXT_VW_23316,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.83,7.66,6.865661 46.323714 8.464174 47.343104,"geländenamen, ebene beinhaltet",summary,DEU,DE,25
6800,KT_BE,Höhenpunkte,MOPUBE_HOEHEP_VW_14155,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Höhenpunkte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HOEHEP_VW_14155||1.3.0&E=2625987.3817534843&N=1199935.8882087371&zoom=4,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HOEHEP_VW_14155,nan,Höhenpunkte,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HOEHEP_VW_14155,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,4.0,46.95,7.78,7.573534 46.633796 7.983273 47.271463,höhenpunkte,summary,DEU,DE,0
6801,KT_BE,Rohrleitungen: Punktelemente,MOPUBE_RLP_VW_3222,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Rohrleitungen: Punktelemente||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_RLP_VW_3222||1.3.0&E=2663000&N=1189572&zoom=1,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_RLP_VW_3222,nan,Im Kanton Bern werden keine Punktelemente erhoben.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_RLP_VW_3222,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,1.0,41.67,0.0,-180.0 -6.650325 180.0 90.0,"kanton bern, punktelemente erhoben",summary,DEU,DE,25
6802,KT_BE,Gebäudeeingang,MOPUBE_GAEINP_VW_13618,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gebäudeeingang||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_GAEINP_VW_13618||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_GAEINP_VW_13618,nan,Diese Ebene enthält die Position der Gebäudeeingänge.,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_GAEINP_VW_13618,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.864382 46.344932 8.461718 47.343264,"gebäudeeingänge, position, ebene enthält",summary,DEU,DE,25
6803,KT_BE,Grenzpunkte,MOPUBE_LIGP_VW_5002,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grenzpunkte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_LIGP_VW_5002||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_LIGP_VW_5002,nan,"Die Ebene enthält alle Grenzpunkte und gibt Auskunft über die Versicherungsart, Lagequalität und -zurverlässigkeit.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_LIGP_VW_5002,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860917 46.327989 8.461905 47.34305,"versicherungsart, lagequalität, ebene enthält, grenzpunkte, gibt auskunft",summary,DEU,DE,25
6804,KT_BE,Gemeindegrenzpunkte,MOPUBE_HGP_VW_15344,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzpunkte||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?||MOPUBE_HGP_VW_15344||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,KT_BE/Raumplanung und Grundstückskataster 04/MOPUBE_HGP_VW_15344,nan,"Die Ebene enthält alle Gemeindegrenzpunkte und gibt Auskunft über die Versicherungsart, Lagequalität und -zurverlässigkeit.",nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer?request=GetLegendGraphic%26version=1.3.0%26format=image/png%26layer=MOPUBE_HGP_VW_15344,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre04_de_ms_wms/MapServer/WMSServer,nan,nan,WMS,3.0,46.84,7.66,6.860434 46.323405 8.468512 47.346737,"versicherungsart, lagequalität, ebene enthält, gemeindegrenzpunkte, gibt auskunft",summary,DEU,DE,25
